epoch;accuracy;loss;val_accuracy;val_loss
0;0.81791735;8.810568643563206;0.31578946;3.9928736686706543
1;0.99949837;0.0014049220967830077;0.36842105;7.481153964996338
2;0.9997994;0.00045700919297264196;0.36842105;6.557089328765869
3;0.9998997;0.0005719310331274524;0.31578946;10.016096115112305
4;0.9998997;0.00016551605052669334;0.31578946;6.154320240020752
5;1.0;3.743213373292868e-09;0.36842105;9.995553970336914
6;0.9998997;0.0005692169787490893;0.31578946;11.692655563354492
7;1.0;7.647853934664068e-08;0.36842105;9.827095031738281
8;0.9998997;0.00039705848171864587;0.36842105;11.921276092529297
9;1.0;6.267748865301159e-05;0.36842105;14.563227653503418
10;1.0;2.0569742520671644e-09;0.42105263;13.771416664123535
11;1.0;5.022857065176156e-10;0.31578946;16.393949508666992
12;1.0;3.58775916056588e-11;0.31578946;16.182178497314453
13;1.0;1.1959197677102116e-11;0.31578946;15.914268493652344
14;1.0;3.22898062844605e-10;0.42105263;13.56549072265625
15;1.0;5.300742977780373e-08;0.31578946;17.180498123168945
16;1.0;1.1959197677102116e-11;0.31578946;16.756881713867188
17;1.0;9.439886897052207e-06;0.31578946;10.420620918273926
18;0.9998997;0.0001231025944404239;0.31578946;11.3247652053833
19;1.0;1.0272346791839445e-07;0.42105263;9.240631103515625
20;1.0;1.7798694351205149e-06;0.36842105;9.772809028625488
21;1.0;3.2289795734668677e-10;0.47368422;9.719281196594238
22;1.0;2.3918395354204232e-11;0.42105263;9.709979057312012
23;1.0;1.165106333615938e-07;0.2631579;16.115375518798828
24;1.0;2.5592366998579286e-09;0.42105263;9.819133758544922
25;1.0;0.0;0.42105263;9.819096565246582
26;1.0;1.1959197677102116e-11;0.42105263;9.824904441833496
27;1.0;0.0;0.42105263;9.824913024902344
28;1.0;0.0;0.42105263;9.825030326843262
29;1.0;1.003831054306743e-07;0.42105263;9.929159164428711
30;1.0;0.0;0.42105263;9.929159164428711
