epoch;accuracy;loss;val_accuracy;val_loss
0;0.6298154;0.8558135673666842;0.31578946;2.2228682041168213
1;0.8730939;0.36335267282029793;0.31578946;3.3049094676971436
2;0.91432583;0.2815730248370102;0.15789473;5.175911903381348
3;0.9413122;0.23003421397655485;0.21052632;4.927616596221924
4;0.9628812;0.14615763676611418;0.15789473;5.820779323577881
5;0.972813;0.12174008938859114;0.15789473;6.9978203773498535
6;0.9805377;0.09268186201623986;0.31578946;6.020906925201416
7;0.9709069;0.12816169962696553;0.2631579;5.405612945556641
8;0.97923356;0.09844804589298776;0.15789473;4.752758979797363
9;0.9765249;0.09714820292586966;0.10526316;9.109356880187988
10;0.98866373;0.05114437571499141;0.10526316;9.04479694366455
11;0.99367976;0.030045337661983817;0.15789473;8.551619529724121
12;0.9969904;0.013841638434323277;0.21052632;8.469998359680176
13;0.99869585;0.005580352057581752;0.21052632;9.088059425354004
14;0.99849516;0.007270974851243107;0.15789473;9.01905632019043
15;0.9981942;0.009222262087556493;0.10526316;9.699715614318848
16;0.9990971;0.008456614751043947;0.21052632;10.066104888916016
17;0.9989968;0.0037009168691877984;0.15789473;10.356844902038574
18;0.99779296;0.011088359933882805;0.21052632;10.484957695007324
19;0.9990971;0.0044610633983968966;0.21052632;10.690533638000488
20;0.9981942;0.007475549848434086;0.21052632;10.965629577636719
21;0.99739164;0.015129736402464027;0.21052632;10.798364639282227
22;0.9988965;0.005915011440707855;0.21052632;10.913251876831055
23;0.9985955;0.007832483159524438;0.21052632;10.924826622009277
24;0.9985955;0.006789795170191334;0.21052632;11.07032585144043
25;0.9988965;0.004957261566555403;0.21052632;11.142152786254883
26;0.9989968;0.006095519447903074;0.21052632;11.215351104736328
