epoch;accuracy;loss;val_accuracy;val_loss
0;0.54143256;1.051666075115602;0.31578946;2.2419872283935547
1;0.8167135;0.47633025590719036;0.31578946;3.3793580532073975
2;0.91663325;0.2796469269795747;0.42105263;3.2280540466308594
3;0.923756;0.2558319643139839;0.42105263;3.6749794483184814
4;0.9533507;0.17247479845789138;0.5263158;3.1897292137145996
5;0.96538925;0.14789452628467237;0.36842105;4.984943866729736
6;0.97110754;0.11864526392249196;0.31578946;5.051560878753662
7;0.9708066;0.1269409815312915;0.2631579;5.212752819061279
8;0.96438605;0.14166865193391187;0.47368422;4.034226894378662
9;0.97542137;0.10643921464600901;0.31578946;5.153977394104004
10;0.97632426;0.10611162989371924;0.42105263;5.423404693603516
11;0.9962881;0.0188476559821887;0.36842105;6.047338485717773
12;0.9979936;0.01000064498471899;0.36842105;7.024356365203857
13;0.99849516;0.009171176411960436;0.31578946;7.124579906463623
14;0.99879616;0.01124105916842878;0.36842105;7.267428874969482
15;0.9980939;0.01276753738070883;0.36842105;7.240520477294922
16;0.99939805;0.0036592869415810482;0.31578946;8.45534896850586
17;0.99929774;0.005637693252487061;0.2631579;9.05874252319336
18;0.9989968;0.006345623850423824;0.47368422;7.918994903564453
19;0.99829453;0.011074721726818886;0.36842105;8.981376647949219
20;0.99869585;0.007952124486328803;0.47368422;7.493856906890869
21;0.9988965;0.00804503315838662;0.31578946;9.154521942138672
22;0.99939805;0.004867020224085727;0.31578946;9.687067031860352
23;0.99929774;0.005788400654454889;0.31578946;9.81088924407959
24;0.99849516;0.007461888376428541;0.31578946;9.7086820602417
25;0.9988965;0.005927106230086191;0.31578946;9.914077758789062
26;0.99929774;0.005821343521296349;0.31578946;10.175661087036133
