epoch;accuracy;loss;val_accuracy;val_loss
0;0.608748;0.8962729943506599;0.2631579;2.4297893047332764
1;0.8401886;0.4599154684842111;0.5263158;2.2676024436950684
2;0.87429774;0.404382387669473;0.31578946;2.8233444690704346
3;0.91292137;0.2975179393974583;0.36842105;2.789311408996582
4;0.9050963;0.3146001169066368;0.2631579;3.610898494720459
5;0.9376003;0.20848621831635794;0.2631579;3.844316244125366
6;0.9508427;0.1752919882810996;0.21052632;5.058103561401367
7;0.9513443;0.18098968366702142;0.31578946;4.735972881317139
8;0.9427167;0.2035919205550206;0.2631579;4.989373683929443
9;0.9598716;0.14235209474223479;0.42105263;3.236065626144409
10;0.97311395;0.10016067509792063;0.21052632;5.464890480041504
11;0.9767255;0.09662436159517479;0.21052632;6.798190593719482
12;0.9903692;0.043607602215276355;0.2631579;5.790560245513916
13;0.997191;0.01810279089023537;0.15789473;6.498879909515381
14;0.99879616;0.008811705760985918;0.21052632;6.464160919189453
15;0.99839485;0.007861347400714504;0.2631579;7.608521461486816
16;0.9991974;0.0037484551258299224;0.21052632;8.595921516418457
17;0.99939805;0.005994147838661496;0.21052632;8.522732734680176
18;0.9990971;0.005982450103367569;0.15789473;8.707974433898926
19;0.9989968;0.0064100722532350225;0.2631579;8.349549293518066
20;0.9997994;0.0015470354424018367;0.21052632;8.70815372467041
21;0.99929774;0.00410006336852037;0.2631579;9.33420467376709
22;0.9988965;0.008486469038106324;0.2631579;9.188310623168945
23;0.9998997;0.0013067571373363332;0.21052632;9.34958267211914
24;0.9997994;0.0014447626001309834;0.2631579;8.835884094238281
25;0.9997994;0.0010799600167241336;0.21052632;9.073385238647461
26;1.0;0.0004353539081821334;0.2631579;9.383769989013672
27;0.9990971;0.004035412317016541;0.31578946;9.055449485778809
28;0.9991974;0.0042981910556542996;0.21052632;9.066115379333496
29;0.99949837;0.0027753867872901943;0.2631579;9.271477699279785
30;0.99959874;0.0025229968112451193;0.21052632;9.338068962097168
31;0.9997994;0.0013541053974447268;0.2631579;9.440286636352539
32;0.99969906;0.001389668439857273;0.2631579;9.341014862060547
33;0.9998997;0.0007053470483384899;0.2631579;9.316256523132324
34;0.99939805;0.004249906340644513;0.2631579;9.285064697265625
35;0.99969906;0.005575821300169811;0.2631579;9.229273796081543
36;0.9998997;0.0016264701052217318;0.2631579;9.408271789550781
