epoch;accuracy;loss;val_accuracy;val_loss
0;0.54343903;1.0588153041002264;0.21052632;1.8195290565490723
1;0.83366776;0.4329520268051812;0.15789473;4.780628204345703
2;0.948435;0.18314451660608116;0.21052632;6.836294651031494
3;0.95766455;0.18091068276014316;0.10526316;7.903425693511963
4;0.9531501;0.1989904675994481;0.2631579;6.762964248657227
5;0.9705056;0.13733440318203158;0.2631579;6.5554986000061035
6;0.9580658;0.20015868020840408;0.15789473;6.305293083190918
7;0.9670947;0.1399524660091877;0.21052632;5.475412368774414
8;0.9735153;0.11743389709327925;0.2631579;6.701970100402832
9;0.97973514;0.09396115377176116;0.2631579;8.073386192321777
10;0.9874599;0.06425051567616333;0.21052632;8.78100299835205
11;0.9956862;0.02152715780572139;0.21052632;9.044265747070312
12;0.9989968;0.0054168719609595396;0.21052632;9.748828887939453
13;0.99849516;0.00817544078537529;0.2631579;9.865408897399902
14;0.9988965;0.007038548914710976;0.2631579;9.89932632446289
15;0.99939805;0.004162509262949865;0.21052632;10.660046577453613
16;0.9981942;0.011936748640215246;0.2631579;10.654473304748535
17;0.9989968;0.004731241571074391;0.2631579;11.482332229614258
18;0.9990971;0.00734188601841613;0.2631579;11.7634859085083
19;0.9990971;0.004650437706563723;0.21052632;12.116856575012207
20;0.99939805;0.004713059288286221;0.21052632;12.13293170928955
21;0.99839485;0.014898307904733349;0.15789473;12.550281524658203
22;0.9991974;0.007303465028730409;0.15789473;12.44222354888916
23;0.99869585;0.009555954625404066;0.21052632;12.456551551818848
24;0.99869585;0.007013637744778002;0.21052632;12.49807071685791
25;0.9990971;0.006315885641037382;0.21052632;12.47768497467041
