epoch;accuracy;loss;val_accuracy;val_loss
0;1.0;0.0;0.42105263;9.852667808532715
1;1.0;1.0224663708176345e-08;0.36842105;22.76235580444336
2;1.0;3.591905515592638e-08;0.5263158;11.013468742370605
3;1.0;8.490996177970881e-10;0.47368422;10.872453689575195
4;0.9998997;0.00039874347536722916;0.47368422;10.812199592590332
5;1.0;4.173675923862755e-09;0.47368422;10.272608757019043
6;1.0;0.0;0.47368422;10.26980209350586
7;1.0;0.0;0.47368422;10.269094467163086
8;1.0;0.0;0.47368422;10.268424987792969
9;1.0;4.78367821545232e-11;0.5263158;10.215929985046387
