epoch;accuracy;loss;val_accuracy;val_loss
0;0.8807183;17.554054718340176;0.31578946;27.899150848388672
1;0.9966894;0.10281891811971426;0.2631579;23.158565521240234
2;0.9981942;0.035909019230662295;0.31578946;37.884246826171875
3;0.99849516;0.017302022013764656;0.21052632;19.350309371948242
4;1.0;2.2733144065613586e-08;0.36842105;14.949178695678711
5;1.0;0.0;0.36842105;14.952667236328125
6;1.0;0.0;0.36842105;14.914280891418457
7;1.0;0.0;0.36842105;14.918124198913574
8;1.0;0.0;0.36842105;14.913562774658203
9;1.0;0.0;0.36842105;14.867168426513672
10;1.0;0.0;0.36842105;14.868827819824219
11;1.0;0.0;0.36842105;14.871905326843262
12;1.0;0.0;0.36842105;14.877126693725586
13;1.0;0.0;0.36842105;14.8783540725708
14;1.0;0.0;0.36842105;14.88055419921875
15;1.0;0.0;0.36842105;14.879152297973633
16;1.0;0.0;0.36842105;14.883816719055176
17;1.0;0.0;0.36842105;14.892315864562988
18;1.0;0.0;0.36842105;14.896517753601074
19;1.0;0.0;0.36842105;14.902644157409668
20;1.0;0.0;0.36842105;14.904031753540039
21;1.0;0.0;0.36842105;14.911651611328125
22;1.0;0.0;0.36842105;14.91355037689209
23;1.0;0.0;0.36842105;14.918241500854492
24;1.0;0.0;0.36842105;14.920787811279297
25;1.0;0.0;0.36842105;14.923077583312988
26;1.0;0.0;0.36842105;14.926161766052246
27;1.0;1.1959197677102116e-11;0.36842105;16.084556579589844
28;1.0;0.0;0.36842105;16.0844783782959
29;1.0;0.0;0.36842105;16.08492660522461
