epoch;accuracy;loss;val_accuracy;val_loss
0;0.6434591;0.8543877607842318;0.31578946;2.8807976245880127
1;0.9069021;0.3134777443199441;0.36842105;3.9616992473602295
2;0.95957065;0.15984023960806537;0.36842105;5.554319858551025
3;0.9628812;0.14786792758711723;0.2631579;6.322399139404297
4;0.978431;0.09896543200754143;0.42105263;5.986690521240234
5;0.9766252;0.1026000954153952;0.31578946;6.476756572723389
6;0.98394865;0.07702764608754506;0.2631579;7.910833835601807
7;0.9637841;0.16821775756784554;0.2631579;5.394840240478516
8;0.98384833;0.07552616933970241;0.10526316;8.9568510055542
9;0.99267656;0.03799390515921164;0.2631579;10.144775390625
10;0.99056983;0.053820012079401486;0.31578946;9.679121971130371
11;0.9988965;0.004719505266381709;0.31578946;10.534934997558594
12;0.99949837;0.0037009974492358865;0.2631579;10.250932693481445
13;0.99949837;0.0031998933685984735;0.21052632;11.809066772460938
14;0.9991974;0.0025428701190593123;0.2631579;11.067641258239746
15;0.99939805;0.0032503620726598357;0.31578946;11.548309326171875
16;0.99959874;0.006685881207522762;0.2631579;13.47866153717041
17;0.99959874;0.001934499262561397;0.31578946;12.793994903564453
18;0.99949837;0.002371304701731033;0.2631579;13.309120178222656
19;0.9991974;0.005685781407885662;0.21052632;13.32922649383545
20;0.99959874;0.002014422280812016;0.2631579;13.944291114807129
21;0.99959874;0.004280700611715108;0.2631579;14.053489685058594
22;0.9989968;0.0030584854716293277;0.2631579;14.066385269165039
23;0.9998997;0.0008188017469159127;0.2631579;14.283773422241211
24;0.99959874;0.00223190020414648;0.2631579;14.466364860534668
25;0.99969906;0.0015890670855874692;0.2631579;14.345508575439453
26;0.99929774;0.0057557774603401975;0.2631579;14.39783000946045
27;0.99939805;0.004423916857171734;0.2631579;14.502592086791992
28;0.9997994;0.0011141255592004734;0.2631579;14.44482421875
29;0.9997994;0.0008235107901265547;0.2631579;14.878755569458008
30;0.99959874;0.0012787017891138783;0.2631579;14.604255676269531
31;0.9998997;0.0005095641294099808;0.2631579;14.5720853805542
32;0.9997994;0.0007787308003490138;0.2631579;14.674022674560547
33;0.9997994;0.0010615153311260054;0.2631579;14.783559799194336
