epoch;accuracy;loss;val_accuracy;val_loss
0;0.82042533;9.648795888765328;0.36842105;2.4139058589935303
1;0.9985955;0.011730924264903624;0.2631579;4.084563255310059
2;0.99949837;0.020820998555080954;0.2631579;5.289872169494629
3;0.9997994;0.009530294226284772;0.2631579;6.138066291809082
4;1.0;1.7842431569942204e-05;0.31578946;6.6550798416137695
5;0.9998997;0.01387915894375243;0.2631579;6.9013895988464355
6;1.0;4.386849921256442e-05;0.31578946;6.9358439445495605
7;1.0;4.101987218596398e-09;0.2631579;7.957047462463379
8;1.0;8.510956717345268e-08;0.36842105;9.325593948364258
9;1.0;1.3847278791378377e-05;0.2631579;9.955458641052246
10;1.0;8.336843724735961e-07;0.2631579;9.9047269821167
11;1.0;1.9134710509490834e-10;0.2631579;10.207418441772461
12;1.0;1.1959195823760308e-10;0.2631579;10.786890983581543
13;0.9998997;0.0001531573136550755;0.31578946;10.698385238647461
14;1.0;1.2413085520053807e-08;0.31578946;11.948197364807129
15;1.0;2.068921594772117e-09;0.31578946;11.65158462524414
16;1.0;1.9934176221599054e-08;0.31578946;12.74389362335205
17;1.0;1.195919354272424e-10;0.31578946;12.487624168395996
18;1.0;5.979598482139172e-11;0.31578946;12.706753730773926
19;1.0;0.0;0.31578946;12.679872512817383
20;1.0;0.0;0.31578946;12.672226905822754
21;0.9998997;0.02177660486413544;0.2631579;11.7352294921875
22;1.0;3.590726197561856e-08;0.31578946;11.533982276916504
23;0.9998997;0.000268788835830964;0.31578946;12.085783004760742
24;1.0;5.979597983162531e-11;0.31578946;12.206317901611328
25;1.0;1.7938784896625693e-10;0.31578946;11.9326810836792
26;1.0;2.391839392855669e-11;0.31578946;11.952247619628906
27;1.0;1.0700740340760174e-06;0.31578946;12.026338577270508
28;1.0;1.1959197677102116e-11;0.31578946;12.037717819213867
29;1.0;1.1959197677102116e-11;0.31578946;12.036762237548828
