epoch;accuracy;loss;val_accuracy;val_loss
0;0.8895466;2.993350246254435;0.36842105;10.905532836914062
1;0.99949837;0.001886482566272761;0.42105263;19.077184677124023
2;1.0;1.672216431106587e-05;0.36842105;22.00322723388672
3;1.0;4.357387799109616e-07;0.42105263;26.232973098754883
4;1.0;1.1647077200036934e-06;0.31578946;32.70302200317383
5;1.0;1.2557119838323217e-09;0.31578946;39.23929214477539
6;1.0;9.567354149868571e-11;0.31578946;38.55182647705078
7;1.0;1.696916508646509e-08;0.31578946;40.59078598022461
8;1.0;2.6070788902064087e-09;0.31578946;39.640716552734375
9;1.0;4.664079388444852e-10;0.42105263;24.966333389282227
10;1.0;3.4202957134971277e-09;0.42105263;30.711650848388672
11;1.0;0.0;0.42105263;30.778423309326172
12;1.0;0.0;0.42105263;30.927406311035156
13;1.0;0.0;0.42105263;31.056970596313477
14;1.0;0.0;0.42105263;31.0888729095459
15;1.0;0.0;0.42105263;31.01805305480957
16;1.0;2.391839392855669e-11;0.42105263;32.08494567871094
17;1.0;2.0330616733549382e-10;0.31578946;37.51116943359375
18;1.0;6.457946145028137e-10;0.42105263;30.857389450073242
19;1.0;0.0;0.42105263;30.874723434448242
20;1.0;0.0;0.42105263;30.779342651367188
21;1.0;1.1959197677102116e-11;0.42105263;30.287128448486328
22;0.9998997;0.0007924035261367012;0.31578946;40.502166748046875
23;1.0;0.0;0.31578946;40.4905891418457
24;1.0;5.979475032467072e-09;0.36842105;42.25349807739258
25;1.0;1.1973476477038732e-07;0.31578946;45.7119255065918
26;1.0;1.0763272848343124e-10;0.31578946;45.33378219604492
27;1.0;1.7805666830741993e-08;0.31578946;43.9703254699707
